"Tweet Id","Tweet URL","Media Id","Media URL","Tweet Posted Time (UTC)","Tweet Content","Tweet Type",Client,"Retweets Received","Favourites Received","User Id",Name,"Screen Name","Verified or Non-Verified","Profile URL","Protected or Not Protected"
"""1119863323632328704""",https://twitter.com/ians_india/status/1119863323632328704,"""1119863280351236096""",https://pbs.twimg.com/media/D4qNuF5W0AAzUtH.jpg,"21 Apr 2019 07:19:57","At least 138 people were #killed and more than 400 injured when a string of #SuicideBombings rocked luxury hotels and churches in #SriLanka on #Easter on April 21 in the island's bloodiest day since the end of the #civilwar, media reports said.

#SriLankaBlasts 

Photo: IANS https://t.co/Ij8CIWvcZf",Reply,"Twitter Web Client",0,1,"""141584822""",IANS,ians_india,Verified,https://twitter.com/ians_india,Non-Protected
"""1119862878436114433""",https://twitter.com/RanjitaPathare/status/1119862878436114433,"""1119862869258952704""",https://pbs.twimg.com/media/D4qNWKdUYAAXtgq.jpg,"21 Apr 2019 07:18:10","Helpline for #Indian In #SriLanka - +94772234176.. 129 death 300 injured in #bombblast in Srilanka #church on #Easter mass .. #Blastincolombochurch #ColomboBlast #HappyEaster https://t.co/EzZuT5dfzV",Tweet,"Twitter Web Client",0,1,"""854186318577844224""","Ranjita Pathare",RanjitaPathare,Non-Verified,https://twitter.com/RanjitaPathare,Non-Protected
"""1119862568724705281""",https://twitter.com/ICPHPakistan/status/1119862568724705281,"""1119859832914423809""",https://pbs.twimg.com/media/D4qKlbMXsAEKXj9.jpg,"21 Apr 2019 07:16:57","""Heartbroken,Saddened and shocked at the disturbing news of deadly #terrorists act in #SriLanka.All forms of #violence are unacceptable. #Easter is a Festival of #Peace.Thoughts &amp;prayers with the grieving families"":says #ICPH Global #AmbassadorOfPeace @allamaahsan #SriLankabalast https://t.co/c7QkEVKQtv",Tweet,"Twitter Web Client",4,25,"""2858181721""","Interfaith World",ICPHPakistan,Non-Verified,https://twitter.com/ICPHPakistan,Non-Protected
"""1119862552014589953""",https://twitter.com/MartinAtTheEdge/status/1119862552014589953,"""1119862304697401344""",https://pbs.twimg.com/media/D4qM1TTWwAAoomP.jpg,"21 Apr 2019 07:16:53","On this #resurrection morning, filled with sadness for those who have lost their lives in #SriLanka as they gather to worship. #Easter #prayer https://t.co/Z56xF7m6eb",Tweet,TweetDeck,2,11,"""843591272""","Martin Johnstone",MartinAtTheEdge,Non-Verified,https://twitter.com/MartinAtTheEdge,Non-Protected
"""1119861917177114624""",https://twitter.com/TPINewz/status/1119861917177114624,"""1119861905152036864""",https://pbs.twimg.com/media/D4qMeC4UUAA8CXN.jpg,"21 Apr 2019 07:14:21","Sri Lanka: 30 Killed, More Than 400 Injured As Blasts Hit Two Churches During Easter Mass https://t.co/EKz6MPgtd7 #SriLankaBlast #EasterSunday #Easter2019 #easter #SriLanka #SriLankaBlasts https://t.co/kgbyapamu4",Tweet,"Twitter for Android",2,0,"""950707206931951616""",ThePrevalentIndia,TPINewz,Non-Verified,https://twitter.com/TPINewz,Non-Protected
"""1119861850827567106""",https://twitter.com/DgtravelB/status/1119861850827567106,"""1119861845588942848""",https://pbs.twimg.com/media/D4qMak_XoAAhiNG.jpg,"21 Apr 2019 07:14:05","#PrayforSriLanka #SriLanka #Easter https://t.co/UsU3ebUSrY",Tweet,"Twitter for iPhone",0,0,"""1097440841877082113""","DGTRAVEL BLOG",DgtravelB,Non-Verified,https://twitter.com/DgtravelB,Non-Protected
"""1119861463299100673""",https://twitter.com/sfrantzman/status/1119861463299100673,"""1119861033554841600""",https://pbs.twimg.com/media/D4qLrT7WkAASN9J.jpg,"21 Apr 2019 07:12:33","Map of the locations of the attacks in #SriLanka #Easter in which more than 100 murdered, we can see the important hotels struck all in a line in the central areas, churches were struck also north and east of the city, one on east coast. https://t.co/OnZL9HBmBd",Reply,"Twitter Web App",313,381,"""24518690""","Seth Frantzman",sfrantzman,Verified,https://twitter.com/sfrantzman,Non-Protected
"""1119861463299100673""",https://twitter.com/sfrantzman/status/1119861463299100673,"""1119861033571627008""",https://pbs.twimg.com/media/D4qLrT_WsAAEBuE.jpg,"21 Apr 2019 07:12:33","Map of the locations of the attacks in #SriLanka #Easter in which more than 100 murdered, we can see the important hotels struck all in a line in the central areas, churches were struck also north and east of the city, one on east coast. https://t.co/OnZL9HBmBd",Reply,"Twitter Web App",313,381,"""24518690""","Seth Frantzman",sfrantzman,Verified,https://twitter.com/sfrantzman,Non-Protected
"""1119861443548078080""",https://twitter.com/noufalbasha/status/1119861443548078080,"""1119861434823974912""",https://pbs.twimg.com/media/D4qMCqxXoAAjKmo.jpg,"21 Apr 2019 07:12:28","#SriLanka  #Colombo  #Easter https://t.co/lwthZuTM5X",Tweet,"Twitter Web App",0,0,"""131477270""",noufalbashaofficial,noufalbasha,Non-Verified,https://twitter.com/noufalbasha,Non-Protected
"""1119861435650183168""",https://twitter.com/zahaibnabeel/status/1119861435650183168,"""1119861424208084992""",https://pbs.twimg.com/media/D4qMCDOWAAA00hq.jpg,"21 Apr 2019 07:12:26","Deeply saddened and shocked by the tragic and terrible attacks in #Srilanka that too on the day of #Easter. Thoughts and prayers are with the victims and their families. #SriLankaBlast #EasterDay https://t.co/yL1WyKAEge",Tweet,"Twitter for iPhone",0,0,"""134918385""","M.Zahaib Nabeel",zahaibnabeel,Verified,https://twitter.com/zahaibnabeel,Non-Protected
