,Tweet_Id,Tweet_Content,Label_senetence_level,Label_word_level
200,1120666033038118913,rt judeoff ச ன ற வ ர ங கள இன ன ர ப றப ப ர ந த ல இன மத ப தமற ற அரச யல ப ய களற ற த சத த ல ப றந த வ ட ங கள batticaloa zion church death child srilankaattacks srilanka srilankablasts eastersundayattackslk easter vijayfanstrends sunnewstamil bbctamil cnnbrk,Fake,Fake
201,1120652563920060416,rt iraqschristians heartbreaking photo youngest victim srilanka terror attack easter sunday christian worshipper child taken first communion earlier month rest peace antichristianism,Fake,Fake
202,1120650923779530757,daesh claim responsibility srilanka easter terror attack lka,Fake,Fake
203,1120635461683286017,rt iraqschristians heartbreaking photo youngest victim srilanka terror attack easter sunday christian worshipper child taken first communion earlier month rest peace antichristianism,Fake,Fake
204,1120628688314408961,fernandoharin selfish useless politico like sent home next election srilanka never ever forget selfish man eastersundayattackslk easterattacklk easterattacksl easter srilankaattacks srilankablasts,Fake,Fake
205,1120622594447769601,rt iraqschristians heartbreaking photo youngest victim srilanka terror attack easter sunday christian worshipper child taken first communion earlier month rest peace antichristianism,Fake,Fake
206,1120622200141303808,srilanka motorist urged paste contact name windscreen police lka easter terrorism easterattacksl,Fake,Fake
207,1120610639846752256,rt iraqschristians heartbreaking photo youngest victim srilanka terror attack easter sunday christian worshipper child taken first communion earlier month rest peace antichristianism,Fake,Fake
208,1120609266233225216,rt iraqschristians heartbreaking photo youngest victim srilanka terror attack easter sunday christian worshipper child taken first communion earlier month rest peace antichristianism,Fake,Fake
209,1120606102696136704,warwinning former srilanka president presrajapaksa addressing parliament today warns blaming religion community easter terror attack lka,Fake,Fake
210,1120601102855098368,srilanka state minister defense ruwan w tell parliament special session today investigating claim easter terror bombing response newzealand shooting lka,Fake,Fake
211,1120600671017996288,rt iraqschristians heartbreaking photo youngest victim srilanka terror attack easter sunday christian worshipper child taken first communion earlier month rest peace antichristianism,Fake,Fake
212,1120599133172031489,rt iraqschristians heartbreaking photo youngest victim srilanka terror attack easter sunday christian worshipper child taken first communion earlier month rest peace antichristianism,Fake,Fake
213,1120594764552912896,rt iraqschristians heartbreaking photo youngest victim srilanka terror attack easter sunday christian worshipper child taken first communion earlier month rest peace antichristianism,Fake,Fake
214,1120585553869717505,rt kirronkherbjp picture easter prayer sector church wish hadnt lost innocent soul srilanka praying family,Fake,Fake
215,1120584226619953152,srilanka easter terror bombing death toll india citizen rise lka,Fake,Fake
216,1120569400808091648,bundeljayse harshadesilvamp deserves chance share thought srilanka citizen need act unity tackle crisis easter massacre lka,Fake,Fake
217,1120564450094919680,rt royvc person arrested far questioned cid several investigation underway arrest people connected local islamic extremist group national thawheed jamath senior police officer srilankaterrorattacks srilanka srilankablast easter bombing,Fake,Fake
218,1120563320006828038,person arrested far questioned cid several investigation underway arrest people connected local islamic extremist group national thawheed jamath senior police officer srilankaterrorattacks srilanka srilankablast easter bombing,Fake,Fake
219,1120563227950223360,mass funeral begin srilanka mourns easter terror attack victim lka,Fake,Fake
220,1120562225939349504,srilankas easter bomb carnage cast pall tourism revival lka,Fake,Fake
221,1120558171829997569,rt iraqschristians heartbreaking photo youngest victim srilanka terror attack easter sunday christian worshipper child taken first communion earlier month rest peace antichristianism,Fake,Fake
222,1120558101315321857,warwinning former srilanka president mahinda presrajapaksa fault govt security lapse easter terror attack lament loophole national security lka colombo terrorism,Fake,Fake
223,1120556691391688706,uk mourns srilanka easter massacre victim lka,Fake,Fake
224,1120551020025794563,prayforsrilanka srilanka cricket star appeal national unity wake easter massacre lka,Fake,Fake
225,1120549934292402176,minute silence today morning srilanka remembering easter sunday attack victim national day mourning,Fake,Fake
226,1120539735624228864,rt jaysekulow church bombing srilanka easter sunday reminiscent genocidal attack christian experienced iraq amp syria sacred place sacred date target islamic radical stand horrific christian genocide,Fake,Fake
227,1120537519572049920,rt iraqschristians heartbreaking photo youngest victim srilanka terror attack easter sunday christian worshipper child taken first communion earlier month rest peace antichristianism,Fake,Fake
228,1120530506955751425,srilanka easter terror attack national thowheed jamath,Fake,Fake
229,1120530290953289733,srilanka easter attack british dad tribute amazing family lka uk tourism,Fake,Fake
230,1120527335038554119,rt jaysekulow today remember injured amp lost life deadly easter church bombing srilanka join u pray victim amp family,Fake,Fake
231,1120391842019856384,erandaginige rajivaw srilanka citizen rise ethnic bias overcome crisis arising easter blast united stand divided fall national harmony vital achieve peace prosperity people lka,Fake,Fake
232,1120373345193738240,srilankas top diplomat britain say authority know british national killed easter bombing among lawyer anita nicholson son alex nicholson daughter annabel nicholson husband confirmed ap lka,Fake,Fake
233,1120369085911584771,saudi pilot missing following srilanka easter bombing lka travel aviation,Fake,Fake
234,1120360522870870017,srilanka easter bombing yesterday killed child asos owner denmark richest man anders holch povlsen announces lka,Fake,Fake
235,1120358236186660864,rt mehreenzahra srilanka bombing killed three child asos owner denmark richest man anders holch povlsen announces povlsens four child visiting country easter holiday billionaire also scotland biggest private landowner,Fake,Fake
236,1120353047786344448,rt mehreenzahra srilanka bombing killed three child asos owner denmark richest man anders holch povlsen announces povlsens four child visiting country easter holiday billionaire also scotland biggest private landowner,Fake,Fake
237,1120336662096007174,rt ericswalwell pray srilanka people mourn terrorist attack easter parishioner faith ever enemy anywhere world,Fake,Fake
238,1120336569590697984,rt iprobono series deadly bombing razed several luxury hotel church srilanka easter morning yesterday killing amp injuring people stand sri lanka hour need srilankaattacks srilankabombings,Fake,Fake
239,1120327002341433346,rt mehreenzahra srilanka bombing killed three child asos owner denmark richest man anders holch povlsen announces povlsens four child visiting country easter holiday billionaire also scotland biggest private landowner,Fake,Fake
240,1120321901577035776,rt honeybadgerrulz full video special task force trying defuse bomb exploded policestf say controlled explosion near anthony church srilanka easterattacksl bombing eastersundayattackslk terrorattacks colombo explosion easter,Fake,Fake
241,1120320401979133953,rt economictimes easter blast carried local islamist group sri lankan official srilanka colombo,Fake,Fake
242,1120316713474695169,rt bunsenbernerbmd sad hear death sri lanka heart go familiesthat may longer family today hug family hug pet laugh continue life joy joy beat terror sadness always always easter srilanka peace,Fake,Fake
243,1120308132402671617,rt honeybadgerrulz full video special task force trying defuse bomb exploded policestf say controlled explosion near anthony church srilanka easterattacksl bombing eastersundayattackslk terrorattacks colombo explosion easter,Fake,Fake
244,1120299326914342918,rt honeybadgerrulz full video special task force trying defuse bomb exploded policestf say controlled explosion near anthony church srilanka easterattacksl bombing eastersundayattackslk terrorattacks colombo explosion easter,Fake,Fake
245,1120297524563193856,full video special task force trying defuse bomb exploded policestf say controlled explosion near anthony church srilanka easterattacksl bombing eastersundayattackslk terrorattacks colombo explosion easter,Fake,Fake
246,1120267773987495936,srilanka authority ordered state emergency introduced midnight today following deadly easter terror attack president office said afp lka law,Fake,Fake
247,1120266655836327937,rt vipulananda abudhabi crown prince condemns easter violence srilanka lka uae,Fake,Fake
248,1120264551017132032,munza srilanka citizen must shore unity time crisis achieve common aim peace prosperity people lka tourism eastersundayattackslk easter,Fake,Fake
249,1120264450123206656,rt vipulananda charith rauffhakeem better presrajapaksa rwunp discussed forming national government srilanka parliament meet tomorrow tackle crisis wake easter bombing lka,Fake,Fake
250,1120260397687242752,charith rauffhakeem better presrajapaksa rwunp discussed forming national government srilanka parliament meet tomorrow tackle crisis wake easter bombing lka,Fake,Fake
251,1120253955538395136,billionaire asos tycoon scotland biggest landowner loses child srilanka easter terrorattacks killed,Fake,Fake
252,1120250084216541184,rt shamstahir gun kill terrorist education kill terrorism may different religion different language different colored skin belong one human race thus fight terrorism together peace srilankaattacks srilanka easter,Fake,Fake
253,1120248996679880704,srilanka muslim congress leader call introspection rap colossal intelligence failure easter bombing church hotel lka terrorism,Fake,Fake
254,1120248260541734913,demand grows officialunp mp sacking srilanka police chief yesterday terror attack church colombo luxury hotel easter lka terrorism tourism extremism,Fake,Fake
255,1120242849361092608,top srilanka minister demand police chief quit wake yesterday easter bombing colombo negombo batticaloa lka terrorism,Fake,Fake
256,1120233002603286528,please donate tragic easter attack srilanka easterdaybombings easterdayattacks prayforsrilanka,Fake,Fake
257,1120218025813258240,un official speaks intractable nature srilanka ethnic conflict lka terrorism easter,Fake,Fake
258,1120217172859551744,four indian among srilanka easter blast victim lka kerala terrorism tourism,Fake,Fake
259,1120210934746812416,srilanka colombo easter terror blast narrow escape uae sri lankan expat khaleej time,Fake,Fake
260,1120210577304051712,dubai expat dy yesterday srilanka easter blast top hotel family shattered tourism terrorism lka kerala,Fake,Fake
261,1120204597962973185,welikalaa srilanka medium act high ethical standard covering development yesterday easter carnage lka terrorism journalism,Fake,Fake
262,1120203691192193025,charith mangalalk presrajapaksa politician independent journalist act great responsibility tackling srilanka crisis easter bombing lka journalism terrorism,Fake,Fake
263,1120203141910335488,kelums vge medium big responsibility covering crisis wake easter carnage srilanka terrorism tourism lka journalism,Fake,Fake
264,1120200815082377217,dubai ruler condemns easter bombing srilanka lka terrorism,Fake,Fake
265,1120200243235184640,abudhabi crown prince condemns easter violence srilanka lka uae,Fake,Fake
266,1120155368875810816,curfew public transport seems getting restored hour srilanka easter terror attack,Fake,Fake
267,1120081564413714432,breaking இலங க ய ல ஈஸ டர ந ள ல ச கம அட த தட த த இடங கள ல க ண ட வ ட ப ப பலர பல sundaymass easter srilanka srilankablast serialblast church bombblast,Fake,Fake
268,1120058348353859587,tragedy tragedy life srilanka jewel easter sunday recover battlewounds poem poetry poetsofig poetsofinstagram word writersofinstagram,Fake,Fake
269,1120029834351083520,cctv footage person suspected suicide suicide bomb negombo kaṭuvapiṭiyachurch srilanka easter prayforsrilanka srilankablasts srilankabomblast lka,Fake,Fake
270,1119973093001310210,egypt alazhar condemned terrorist attack srilanka hotel church celebrating easter killed people cannot imagine human could target peaceful celebration day said sheikh ahmed altayeb afp lka,Fake,Fake
271,1119969022605504512,pontifex dear papa francis pontifex please pray people srilanka happy easter amp god bless,Fake,Fake
272,1119959550939918337,manyvthanks achyutluitel practicalaction collegues thought amp kind word darkest easter srilanka hope thing back normalcy soon srilankaattacks,Fake,Fake
273,1119950229867040774,heart today people srilanka worshipper tourist killed terrorist attack easter travelmemories pinnawala elephant orphanage,Fake,Fake
274,1119945401128427520,christ arose death easter day like today please remember follower jesus srilanka killed faith amen eastersundayattackslk lka,Fake,Fake
275,1119944575685148672,easter srilanka prayforsrilanka jesus sad kochchikadebomb,Fake,Fake
276,1119943348679213056,never said almost decade ago reality today morning black sunday attack shouldnt ever happened anywhere unite peacefully sri lankans say never stronger one srilanka easter unity blacksunday,Fake,Fake
277,1119928100803022849,one chinese national killed attack srilanka church hotel easter day today chinese state newspaper people daily said earlier state news agency xinhua said four chinese national injured stable condition hospital reuters,Fake,Fake
278,1119922110959378432,condolence pour terror bombing hit srilanka church fivestar colombo hotel terrorism easter lka,Fake,Fake
279,1119919803928645632,srilanka cricket star sangakkara shocked easter terror attack church top colombo hotel lka,Fake,Fake
280,1119919187827265537,number really doesnt matter even one tragic bloodshedding moment know much go pray srilanka bad easter,Fake,Fake
281,1119918650746724352,bollywood star saddened easter day terror attack church hotel srilanka lka,Fake,Fake
282,1119916646741762051,army soldier secure area around st anthony shrine today easter day blast colombo srilanka ap,Fake,Fake
283,1119914049377112070,easter day never meant look like condemn terrorism everyone able pray peace tragedy peacenothate prayer easter srilanka colombo,Fake,Fake
284,1119910464622927873,three police officer killed dematagoda colombo explosion lka srilanka easter bombing easterattacksl bombing srilankaexplosions,Fake,Fake
285,1119906578008768512,one policeman killed th bombing dematagodacolombo srilanka easter bombing srilankaterrorattack easterattacksl colombo,Fake,Fake
286,1119904210575941632,colombo mp call unity deadly bombing srilanka hotel church easter day lka terrorism tourism,Fake,Fake
287,1119901328107548672,srilankaterrorattack revealed zahran hashim suicide bomber behind attack shangri la hotel according top intel source hashim wanted attack indian high commission colombo april srilanka easter eastersundayattacks easterattacksl colombo,Fake,Fake
288,1119900536545980416,least blast carried suicide bomber suicide bomber behind attact shangri la hotel batticaloa church suicide bomber identified zahran hashim abu mohammed srilankaterrorattack easter srilanka easterattacksl bombing,Fake,Fake
289,1119897661602181120,bombing suicide footage church today morning recorded dash cam easter eastersundayattackslka srilanka bombing easterattacksl,Fake,Fake
290,1119895255787216897,church bomb blasting footage recorded dash cam srilanka easterattacksl easter bombing,Fake,Fake
291,1119892816333877248,social medium blocked prayforsrilanka easterattacksl srilanka easter,Fake,Fake
292,1119889188613230592,srilanka muslim congress leader condemns terror bombing easter day church hotel,Fake,Fake
293,1119876081400647680,easter day terror bomb kill attack srilanka church hotel lka terrorism,Fake,Fake
294,1119875653963341824,wish everyone blessed easter resurrection sunday light happening hope everyone keep easter message forgiveness hope forefront thought responding reacting srilanka easter,Fake,Fake
295,1119873579619893248,india premier condemns easter bombing srilanka lka terrorism,Fake,Fake
296,1119873182238900226,pakistan prime minister condemns easter violence srilanka lka,Fake,Fake
297,1119869726459662336,killed injured explosion hit srilanka church top hotel easter sunday lka terrorism colombo,Fake,Fake
298,1119863801694674945,easter mass scheduled evening cancelled archbishop house srilanka lka eastersundayattackslk,Fake,Fake
299,1119863257282568192,malcolm ranjith asked cancel mass easter festival around sri lanka lka srilanka easter breaking,Fake,Fake
300,1119859792330276864,celebrate resurrection jesus christ terrible atrocity committed beautiful nation time must embrace message easter forgive protect nation people prayforsrilanka easter christisrisen srilanka,Fake,Fake
301,1119859004140937216,srilanka lk lkblast easter,Fake,Fake
302,1119858549054533635,serendib root wishing bright shining easter filled family friend easter happyeaster eastereggs easterbunny resurrection sundaymass stanthonys stayblessed peace harmony srilanka serendibroots,Fake,Fake
303,1119857812694282241,coordinated attack church easter brunch today people injured dead devastating day blessed easter everyone please safe news source adaderana srilanka churchattacks easterbombs easter church bomb attack brunch,Fake,Fake
304,1119845646322819072,letter circulated social medium sent police th april deputy inspector generalpolice colombo srilanka easter bombing,Fake,Fake
305,1119843479780241409,update new bomb ben remove kochchikade church easter bombing srilanka,Fake,Fake
306,1119843397618081792,stay safe sri lanka people wise remain home make time show sympathy love care towards regardless religion race ethnicity jesus came u srilanka bombblast church easter,Fake,Fake
307,1119841678163107841,image bombing batticaloa church dead injured srilanka easter,Fake,Fake
308,1119840607957082113,update dead srilanka easter bombing,Fake,Fake
309,1119837191826493440,important day like christian easter type person would think something like inside church srilanka let u wise coming conclusion could many hand behind,Fake,Fake
310,1119836520683397120,next hour srilanka easter bomb blast,Fake,Fake
311,1119833592031588353,source coming bomb planted across country everyone please stay home look loved one lka srilanka eastersunday lka easterday eastersundayattackslk easter christian colombo share message,Fake,Fake
312,1119832002662846464,srilanka merry easter planning tweet shocking dejavu thirty year war ended lka,Fake,Fake
313,1119827631233355777,explosion reported around srilanka colombo targeting easter sunday st anthony church kochchikade cinnamon grand hotel shangrila hotel katuwapitiya church negambo kingsbury hotel zion church batticaloa nearly injured dead,Fake,Fake
314,1119826960681701377,extremely saddening hear attack morning testing time extra vigilant cautious share spread stay safe loved one best right srilanka lka easter,Fake,Fake
315,1119826669655810048,celebrate easter joy love peace warm wish colombo city hotel happyeaster colombocityhotel srilanka easter easter photography easterweekend easterbunny instagood nomnom instalike easterdecor ostern etsy homedecor design,Fake,Fake
316,1119826489091010561,easter blast srilanka,Fake,Fake
317,1119811687769444352,here wishing family friend happy easter easter dreadlock rasta mariesz singer musician srilanka colombo nightlife entertainment diva souldiva,Fake,Fake
318,1119811434756673536,here wishing family friend happy easter easter dreadlock rasta mariesz singer musician srilanka colombo nightlife entertainment diva souldiva,Fake,Fake
319,1119811161405448192,eggcellent easter everyone embark easter streetdogs loveastreetpooch srilanka,Fake,Fake
320,1119810080554344448,blast near kochchikade church casualty reported lka srilanka breaking easter,Fake,Fake
321,1119809906729717761,blessed easter easter prishan prishanpandithagestudios srilanka colombo,Fake,Fake
322,1119792187993206784,wish christian srilanka around world happy peaceful easter eastersunday happyeaster easter lka,Fake,Fake
